features,instrument_family,instrument_source
"[526.5965670397649, 109.01374261514819, 89.38087707236349, 65.34156633450091, 42.0458145021376, 22.517761187088986, 9.263742930396585, 2.6017936757652236, -0.2557622501333687, -2.4949414204081624, -5.317316758354545, -8.444577108471657, -11.31780262405912, 169.27127226371607, 0.20516914930661068, 0.01906622023809524, 156.61631833039363, 246.65178571428572, 23.302873266960983, 0.04502810416641371, 117.1875, 3132.789794921875]",4,1
"[524.3263666825233, 123.87979800497851, 61.34419414867519, 35.68007044603115, 20.878092015308496, 6.627690924813681, -1.178052774014369, -3.6774470483844466, -3.602291478728369, -4.048976484960483, -3.8256239571377826, -3.2842756937327975, -3.790662866022264, 394.71317522897255, 0.3153775836406454, 0.01920960441468254, 543.8816329139818, 686.8179563492064, 18.222093285567748, 0.3261421813902215, 117.1875, 1053.2958984375]",1,0
"[770.8794416545581, 140.42832793920695, 9.308225103763627, 24.65563035445506, 5.668786727789122, 8.415823346449702, 1.705491940465421, 3.629835165652815, -4.933605861085171, -2.055436368283375, -5.850707504272404, -4.999974618504166, -7.9821945485985415, 473.63150640569904, 0.1319599634165224, 0.03724888392857143, 805.7329136294834, 686.5699404761905, 24.276464074147572, 0.63172606182502, 156.25, 9888.234375]",4,1
"[542.364660751643, 33.41017905503688, 31.723858985157626, 30.544342061961917, 29.74101170704681, 28.858569380057848, 27.91681357421469, 26.82873499499399, 25.51503779327428, 24.19258775717635, 22.9016940932498, 21.487101246712662, 20.006372602570757, 93.24190368851464, 0.4382352588034453, 0.005886501736111111, 227.42091833415665, 168.3407738095238, 18.116921081012126, 0.017507449647815768, 0.0, 4593.34423828125]",6,1
"[428.12799505203236, 2.537916491871939, -12.163915794633255, 4.33182171073622, 10.453217593217309, -1.364633707185148, -10.8268317217412, 3.015624616135114, 11.997202644855165, -4.2804045933922765, -10.348818822158302, 6.412694657284937, 8.697889349219055, 1611.3577509791755, 0.13456294775687605, 0.16457403273809523, 789.9045430467219, 2074.032738095238, 17.718155539081025, 0.006908261247004829, 0.0, 668.3408813476562]",4,1
"[509.29040117073265, -14.30831172802453, 12.174944679696795, -3.9971026421479467, -39.05568778763441, -12.54424620609436, -5.387732051226774, -1.8299640414441396, 27.09101811560207, 21.454465283233297, 12.620356320464726, -9.047868974397167, 3.3311441328510307, 2890.7211165926283, 0.17150851093983563, 0.36249844990079366, 1114.211165675512, 3546.378968253968, 31.817683784522682, 0.20436488292507796, 0.0, 4759.33447265625]",5,1
"[574.789373074023, 87.60348975105973, 24.418320447095226, 8.592637558382204, 9.50023322959626, -3.71832917357157, -6.507759899869235, 5.960294276066252, 7.69706888268845, -1.8971083800021902, -4.429212068126478, -1.29413142831843, -5.2374692713978765, 592.2149822920702, 0.1662522002659328, 0.030963231646825396, 645.0785366869676, 997.3958333333334, 25.185044443570977, 0.07511653529990413, 117.1875, 2456.677978515625]",4,1
"[688.1505168450709, 74.01717953033204, -65.02584197980224, 49.97212382230967, -12.274035298575193, -3.4045931882033305, -6.811422632779434, 1.4804190348496211, -15.808337912033384, -22.88111345574943, 11.726342946899257, -0.25116124889929664, -5.327052289366805, 1309.6003587701784, 0.12170525539212235, 0.13255673363095238, 883.704219153879, 1982.266865079365, 29.029535178516856, 0.8029579585063331, 125.0, 4810.83447265625]",6,1
"[672.0971434907158, 133.29764434500976, 34.24036422762241, 23.39164840547445, 8.575093892345466, 4.263285869412997, 1.3323571048613376, -3.6589468998076136, -2.45127448731948, -4.598779786543505, -12.81887691674355, -9.961515762453361, -4.803550627112592, 356.47853231542643, 0.11678132956881435, 0.027696397569444444, 359.43866352442654, 590.4017857142857, 30.489605279756994, 0.40086281971722504, 156.25, 10056.353515625]",6,1
"[440.0206320187779, -7.709268958822028, 0.4660717980605766, 6.339438470972167, -1.152395937309055, -1.3745242482690478, 2.0730904610520313, 6.48740931175, -11.718473201310358, 11.19582057371861, -2.6679232792204375, -4.646490928861552, 4.4926393114560526, 3340.8482576414235, 0.09724320648366241, 0.4007703993055556, 1281.254701625097, 4335.565476190476, 21.647333269308017, 0.025882633640198653, 0.0, 429.6076965332031]",3,1
"[670.8731423370459, 129.8093881107746, 17.431389521387985, 0.6350720191707184, 18.222322212565846, 15.073802247985812, 2.4479732843764563, 1.1032677862922455, 6.103797482219081, 2.0624543976873744, 0.8724058907817246, 0.9942860939169298, -4.379203605106885, 350.5904259303656, 0.19009215893201492, 0.021414620535714284, 526.3837637254569, 479.60069444444446, 22.06671406916158, 1.100501362689558, 117.1875, 5019.869140625]",5,2
"[678.8038782067038, 81.92388681473771, -2.227363149558931, 15.995541958876702, -5.752140835636816, 24.412854605174793, 38.855634405526736, 57.596393813472616, 12.041978563935873, -35.17321388530138, -8.13943708624692, 39.88098682680605, -4.199257448298022, 1065.2186058983493, 0.19626985503965294, 0.11425006200396826, 1101.6308364476763, 1933.531746031746, 32.958435114095195, 1.1909562223327947, 117.1875, 4107.83642578125]",6,1
"[552.1584177590007, 56.744583220293485, 48.85140249709231, 41.881481433621445, 36.19373281416899, 30.83680262735903, 25.95492558154275, 21.859940010749366, 18.42287080675609, 15.371504753319428, 12.727005508537482, 10.581008897496789, 8.98978306173412, 185.94458702793713, 0.4369093542330536, 0.007091703869047619, 267.61040266093556, 354.04265873015873, 20.751728371594165, 0.01214202398034873, 0.0, 3369.645263671875]",0,2
"[453.1294846820925, 11.915106997471213, -8.020164603042335, -2.4831438382987874, -3.1730908753959493, -6.245701861703047, -6.460957111924803, -6.539670123785936, -4.102647564373391, -6.069556880035862, -7.016066385074236, -6.931295212645474, -0.7887359948849819, 1537.706911232152, 0.10134483167833501, 0.07379634796626984, 1246.7045345613892, 2716.6418650793653, 23.846910214480523, 0.0020191147750181337, 0.0, 468.5134582519531]",3,0
"[615.8621958982022, 109.28399229113612, 66.19111263713066, 36.50031486255482, 24.671992927531836, 17.381717598054944, 11.150767398625222, 8.535657542653171, 7.195278958285914, 5.17107189629088, 4.15564196629829, 3.9933003696449663, 2.805963294447049, 108.39177165144275, 0.19777848679854015, 0.00894407242063492, 148.34123728987004, 160.3422619047619, 25.524489176626872, 0.10662907329805311, 0.0, 8879.875]",0,2
"[615.6093459672677, 62.44547458345047, 33.01358115181622, 9.25572756405517, 1.1333780685348718, 4.07941338835248, 8.874782250036093, 9.419847503271713, 5.003877729446598, -1.281428700108289, -5.769592789378766, -6.294924291541834, -2.9549714149956117, 303.3655467135455, 0.14897326630585261, 0.017938523065476192, 375.10996733322685, 556.7956349206349, 26.55185066457006, 0.2212448525102539, 0.0, 3353.93359375]",4,1
"[490.4292443412343, -1.636379017215659, -15.20408394430983, -10.219496539753502, 8.032944322131652, -1.3309878023079393, -17.46359709566554, 23.08274435791546, 13.277296140485989, -3.353091017034221, -29.584958651854624, 2.0809496778925767, 15.903764196734322, 2087.1256496038527, 0.1078331467688323, 0.21097625248015872, 1173.5609278877714, 2801.4012896825398, 26.938498700813224, 0.00461344543097815, 0.0, 1297.443603515625]",5,0
"[398.56350490500864, 32.02239939098811, 14.595715103763846, 14.511579737213067, 5.496087895761721, -1.461412103692116, -6.73482426684557, -3.5112965260258955, -8.919750126109085, -12.631603162635551, -14.048576842097352, -5.347081649028053, 8.682358848176252, 2420.384221174048, 0.24115616355612582, 0.22511703249007936, 1851.668715838333, 4448.784722222223, 22.933000322311276, 0.3215802205830682, 0.0, 390.7981872558594]",3,0
"[434.87261582908565, -2.198701228447288, -6.6842479625447595, 0.5247368024865976, 5.172365254974503, 1.1009843328084024, -6.709448971376966, -1.2032961084198062, 5.985601772084535, 1.3615851385244513, -6.6675560245121845, 0.054316754867271735, 5.332432033861563, 1467.8586739251973, 0.08731401572887972, 0.1082550533234127, 803.9571907532763, 2184.027777777778, 21.514349283026224, 0.0008221474116962006, 0.0, 391.59619140625]",4,1
"[408.8319407749508, -13.013436996235036, 6.794473563896547, 4.121482916419748, -9.657172189980104, 11.288253403717073, -6.377990472749693, -0.011075491910876638, 5.8292496271517065, -7.153703946430589, 4.464675597136021, 0.8448434158487981, -5.587354551205871, 1905.0419022068174, 0.05355153349054743, 0.21961805555555555, 319.19801641338495, 2078.062996031746, 16.606131446853823, 0.0037198713789825255, 0.0, 705.1610717773438]",5,0
"[467.4761218346795, 16.876003617996805, 10.685813256353734, 9.469531440175844, 9.010236962405067, 8.417131735404347, 7.92636899295183, 6.928789003659252, 6.262627441252578, 6.147333196767309, 6.019769868031933, 5.6701652988356495, 5.588666484920595, 32.36210088729993, 0.6525663608001293, 0.000736297123015873, 219.22740819770658, 30.939980158730158, 18.770801582489113, 0.02052295846643724, 0.0, 1334.4666748046875]",0,2
"[556.7496170799388, 45.7860720348216, -19.090309239654918, -47.622830736696535, -61.45211836749364, 2.4245741327117143, 14.103528875611945, -12.028193972162029, 7.293243488146816, -4.466110288257059, 14.823734917374377, 36.88423069402186, -6.684756222446762, 935.4535122623339, 0.13377143517912413, 0.11176215277777778, 696.4587716604843, 974.0823412698413, 30.631290005446072, 0.13922726265378954, 117.1875, 10076.494140625]",6,1
"[674.1661729453093, 101.32705209812781, 46.552632686150496, 39.471217172083, 23.54434104338109, 20.14814490375348, 12.224673541587551, 9.740610703727064, 5.851331378372391, 2.788905873278102, -0.242199244579961, -0.7295690148230175, -1.1449143850106762, 472.77159597032033, 0.20893193379937594, 0.024898468501984128, 439.878114944179, 808.1597222222222, 22.3104534847417, 0.14223411041873715, 117.1875, 5875.25634765625]",0,2
"[420.7897119159192, 3.1187588519846634, 0.5102966454119353, 7.553066608435779, -0.7594424554231849, -1.3144728847137714, 7.110287385401699, 0.08220030087683539, -3.9596107091069563, 8.523957062578102, -3.1961072129157517, -1.206854449836232, 5.612148820715884, 2111.8861747492892, 0.23763062288800582, 0.1760098896329365, 1042.406666334628, 3130.8283730158732, 16.160553431318576, 0.23480884312763986, 117.1875, 443.7940368652344]",0,2
"[760.902745283998, -73.92930561134705, -9.077119045440602, 22.419747137134685, -18.200814420912298, 32.474252743096365, -6.726957233589851, 12.99610184499654, -18.65465468170753, 22.101779840908332, 14.90528056192309, 4.685229145919322, -9.925423226838701, 3362.287524494103, 0.13211721868842446, 0.3552129836309524, 1229.2352188126167, 4445.1264880952385, 22.69880790875634, 0.661642583594832, 156.25, 6626.71826171875]",10,2
"[518.1276287816778, 11.483930189382919, 1.172060322701174, -0.40974029729237565, -2.113307035709773, -4.928332664164154, -6.220526805396347, -6.973391475797402, -6.397857070650461, -6.104124943622869, -5.008315288823055, -2.762260018254465, 0.9325128198989515, 1149.2696983629937, 0.09436690183477142, 0.054656498015873016, 950.7987715783282, 1954.1170634920634, 22.800754159239368, 0.0038490395594247473, 0.0, 995.2479858398438]",4,1
"[577.4552866074816, 17.968251082655083, 9.360779526819469, 5.7002830748978095, 2.974183942686363, 2.647525421778138, 1.8132801970484735, 1.5944352121100807, 1.1134172882238909, 1.2040025805490817, 0.8837062966298833, 0.8961886530862273, 0.6313577476977101, 37.73175988761956, 0.08491687175356132, 0.0006394159226190476, 76.39852077036636, 62.43799603174603, 18.442387774352113, 0.013067356698678098, 117.1875, 939.5222778320312]",0,2
"[455.5546713711859, -2.9053170504165458, 0.5357334476083279, 3.0513009452628608, -1.9415171681002017, 0.8882674835746367, 2.736435165154557, -3.0305110533557693, 2.88553738000621, 0.8289909535265848, -2.281922202299406, 3.867395605338761, -1.2502188489919495, 1328.2826068022594, 0.05506208660638579, 0.13063461061507936, 456.1468055847505, 1666.9766865079366, 20.94190686816541, 0.0003116365976732712, 0.0, 526.6438598632812]",4,1
"[543.0820418299587, 100.22146326394383, 5.07590245916307, 7.918218741380721, 5.2161355433157235, 2.794718700591728, 1.7750134433451012, -0.740106677633579, -3.489374420901907, 0.9282373777744322, -1.1272499987799096, 2.284321499033312, -4.04214431154465, 724.6504696139434, 0.31784255726191163, 0.03502061631944445, 877.322926523991, 1418.030753968254, 22.506147742300946, 0.3507797627043768, 117.1875, 581.5892944335938]",1,0
"[743.951792467814, 232.32653137864608, 4.69447419784774, -9.854222982475973, 12.701702122590024, 21.848577251337403, 9.146630808322918, -7.004646765216718, -3.947051767345249, 15.069208514753148, 11.781528532734976, -4.501752577942865, -4.579752081666138, 479.58350871692835, 0.532523499231835, 0.03220331101190476, 521.0952575170165, 974.1443452380952, 26.401827197171073, 0.04533903972126071, 117.1875, 5474.5791015625]",4,1
"[815.4322335984671, -21.237787765226333, 5.142319916373599, 0.33486924874672586, 1.4154346441016694, -1.2238706949726694, -1.603136780634288, 4.0743850333077996, -7.803245618123184, 11.419070182369069, -7.164899950777083, 4.1439536348075885, -2.434422485788544, 3695.99677808819, 0.10174728604943084, 0.5236622643849206, 1410.5436446179358, 5044.580853174603, 23.087120256921214, 0.8000212884177565, 133.92857142857142, 15216.9169921875]",10,2
"[623.5609624577218, 67.93608158902774, -7.336089447240041, -4.599571683773273, -14.233759771674597, -15.959189120191738, -10.604762943332899, -3.5373307399407663, -0.5415562175952507, 10.620439262049096, -12.04978297115375, -4.2158040954184886, -17.55474470308216, 1426.6406896426772, 0.18084269888503035, 0.14008634052579366, 1139.8144081503629, 2303.9434523809523, 28.714137636548454, 0.575506124452379, 133.92857142857142, 1856.8287353515625]",3,0
"[514.1497012108508, 3.334848402946937, -2.264695941687213, -1.648224461474916, -3.3610325409644166, -3.016364165452025, -3.3690962900620622, -0.21546324566491118, 3.1138081638120587, 5.886371332843064, 4.175023737356123, -0.7473165112501294, -5.242709047578474, 692.4847254341717, 0.06438590487626111, 0.03635370163690476, 700.2483313946972, 1364.2113095238096, 31.020315954932318, 0.0649354388994634, 117.1875, 541.7166137695312]",8,0
"[580.5105918106715, 28.480161814516915, -28.993927676531328, 12.190118805216802, -6.207955745746438, 2.3937261075068115, -7.402506155387448, -0.478203373356433, 0.22090700399022736, -0.8497391220096332, -1.6297722031698727, -1.8345217929098983, -1.311352733760887, 777.7690254374577, 0.1545874551220798, 0.08368985615079365, 550.9108591355878, 1303.8814484126983, 20.766625122822976, 0.9571724115326399, 156.25, 1678.55419921875]",4,2
"[546.5923522972321, 107.13510097297991, 95.11005902036064, 76.94186387406292, 55.09410116065732, 32.395502955710576, 11.572891662692857, -5.170618818616156, -16.456872226389965, -21.867148341660755, -21.89988595497855, -17.776517747442632, -11.146525489369452, 186.57952816099237, 0.23343429240482355, 0.020104786706349208, 134.02855496295308, 301.27728174603175, 21.967599178090566, 0.22685822287829097, 0.0, 5346.8056640625]",10,2
"[451.31518326305513, 14.51080034710166, 9.278729683985915, 17.18807109230641, 5.610062708339345, 9.24474662134164, 13.2310997169662, 2.6208017305164124, 8.566425796767811, 8.921617389580812, -0.2928599238292233, 9.132873963509988, 5.5247338453690436, 992.1718656515193, 0.2727705030188056, 0.08766586061507936, 1043.0694243128814, 1721.8501984126983, 20.974311631372878, 0.0714508885527039, 0.0, 400.5362243652344]",4,1
"[530.6237161273721, 32.14237032113633, -3.78041001807429, 0.6076243122956985, -11.151404701196592, -10.030793556745584, -9.338176744095993, -13.56564903204683, -8.816439146048857, -5.00130450828116, -9.840216723051219, -11.147442639958285, -13.367073308504771, 611.4258877083186, 0.10441305893913266, 0.04044208829365079, 532.595021876911, 966.765873015873, 27.871287561468236, 0.08561339369480765, 117.1875, 1635.818359375]",3,1
"[646.4307438464351, 100.61399638174329, 24.45310378090025, 25.59366991006641, 17.18656770068279, -13.837539724137006, -16.00504119962859, -5.057559136412727, -7.441355752330835, -8.904830500626073, 2.314380757499041, 4.191679884524421, -13.512614571279617, 345.07861377676454, 0.14313828412734023, 0.03655133928571429, 382.53727796709126, 491.75347222222223, 32.96468251659383, 0.49164833886830894, 20.380434782608695, 5670.20166015625]",0,2
"[724.5452900588585, 80.86473574499986, -9.180004236134453, 16.06699835330022, -10.143227051541423, -9.705102511980545, -16.777381421780298, -6.318908403038547, -3.2638658022197338, 11.39509153377169, 3.535081376021544, -8.329842844740986, -23.636784349526113, 839.8683323432974, 0.13991564536068493, 0.060136098710317464, 1102.710743771456, 1388.2068452380952, 35.746713779510465, 0.7217592600416624, 98.6842105263158, 6797.0029296875]",6,1
"[665.3100915245553, 56.88199514368201, 1.0286721954872993, -15.017116731652214, -26.168374710279124, -13.813824346215394, -14.916116070290695, 9.13936667122965, 21.928847504048587, 18.654931861549667, 20.20269101364585, -0.7426109451763593, -30.230963026530468, 720.3488716483978, 0.09377014679015326, 0.07218424479166667, 477.3954809971008, 614.8933531746031, 29.757756589651578, 0.3415276065246331, 0.0, 16576.39453125]",2,2
"[623.2926912792267, 113.58257268797607, 41.03223754499548, 14.704194569618634, 13.801326296931858, 3.739051659593686, -4.56590347712705, -4.312847443089436, -5.201052413471311, -6.738944667295905, -6.083562184559817, -5.796528643630744, -5.223496747225371, 234.56138462922368, 0.10849896792246828, 0.022112165178571428, 261.2895540543944, 301.83531746031747, 23.305331220310837, 0.435415137333794, 0.0, 5375.1318359375]",0,2
"[607.8360042840202, 32.08740049638218, 20.32851250691722, 14.92258352964892, 8.89345759461505, 3.1929434423865013, -1.3830156702404968, -4.224492371793403, -6.9051527373547215, -8.616543533219469, -10.645244116820955, -12.861647648029194, -15.37943034762634, 387.72081800618764, 0.11271821793900234, 0.026882595486111112, 351.10361856549287, 566.6542658730159, 25.36331302029292, 0.05122391805509707, 117.1875, 6815.8994140625]",0,2
"[761.7664591273076, 215.28305942922788, -56.519801255424156, -54.009470832493726, 22.49122963346595, -0.04146012464157652, -17.167728195557117, -0.7535357840402421, -1.5005083265369556, -4.153769217805519, -1.666967113162141, -4.4233103065161, -3.1502960508805526, 772.0327751222404, 0.3511107692247334, 0.030292813740079364, 463.1845567252743, 1221.2301587301588, 24.45639341122791, 0.21662124111258255, 208.33333333333334, 7708.88671875]",0,2
"[629.6766954277938, -0.6787000116079467, -27.234262444015265, 6.893469343775203, -22.69370028119294, -9.893866835523816, -21.292871022044732, -16.2716846912904, -19.394733700439666, -5.743154276661029, 8.02715078989463, 27.35898154946815, 18.504174518017486, 1512.6052895510027, 0.11526407687173952, 0.06300765749007936, 1075.8074296848647, 2671.502976190476, 40.695962058097614, 0.5540954881087412, 0.0, 6626.4365234375]",0,2
"[556.0837134824532, 45.97736540635658, 33.990998275396876, 26.884470030838727, 20.59068107053348, 14.956597910473214, 8.98703192453691, 5.24782281416142, 3.2937568262695747, 1.6847259121689573, 0.8837202205309616, 0.4055165151556849, -0.6445412468118469, 1477.0209124960263, 0.32561764857353576, 0.08212813120039683, 1627.8936304919305, 2917.2867063492063, 19.067757875785993, 0.08868026703458123, 0.0, 807.9899291992188]",8,0
"[609.1656010428015, 29.000203066155127, -84.58596849858887, 35.671598049887436, -11.234000752197034, 15.645457849798193, -5.298043922917404, -16.07933907876455, -20.79723988106458, 11.5377562257931, 29.165730741745584, 16.6322440403607, -3.4886563968611575, 1529.9515270954355, 0.1263520271956764, 0.1322699652777778, 792.6540989670558, 2293.8988095238096, 25.04737947748046, 0.9410712890710226, 125.0, 2798.028564453125]",6,1
"[563.3447310878112, 5.793664080338843, -9.891515635417768, -13.111060972330694, -3.054777486579416, 12.181837997809568, 10.06379759206031, -1.2439406849271257, -12.833842359797387, -9.093998018328222, 6.043723774047061, 11.935995573454441, 6.014393833803944, 1550.2697918240262, 0.10924355896121588, 0.13623434399801587, 929.5155265990406, 2034.0401785714287, 20.158374110528094, 0.005475305478862808, 0.0, 1515.9356689453125]",5,0
"[707.3008934980508, 182.16967612593135, -33.61882261594773, -2.742959214432311, -24.09465041420475, -15.000964068262189, -3.638325964965149, -19.50024810744366, -6.36433428698574, -2.3972849156195606, -14.846702299658164, -14.716234257755717, -7.178577344762641, 498.93410835990187, 0.2513972392180347, 0.033203125, 438.0444215642005, 745.6597222222222, 24.41508252207347, 0.40183307787967254, 93.75, 4283.46728515625]",1,0
"[585.4789878438036, 81.58563468357134, 31.438296353478208, -0.643092428994533, -4.1881031546513245, 0.7715354553243754, -0.022264197266302525, -2.5581906657360625, -1.1272553138019457, 1.6846787991707106, 2.28095948546934, 1.7337689871570956, 1.9325268092637469, 485.5315186707453, 0.2847464291801272, 0.03772553943452381, 593.5700878935362, 847.4702380952381, 30.14710556053373, 0.018045396918151265, 0.0, 2350.387451171875]",5,0
"[482.2433020745471, 40.746873296581725, 16.184981210583164, 10.417115491935434, 6.015445966287817, 2.020161143113553, -1.2083502774666193, -3.73584481239324, -5.073177015092514, -4.856519945902711, -4.445165566858778, -3.927480373315075, -4.930316225890896, 823.3212990513439, 0.13877640342923298, 0.022356305803571428, 1076.460190992038, 1603.670634920635, 22.165684434326966, 0.057519882200628876, 0.0, 619.4800415039062]",8,0
"[801.8819555368262, -56.72236318695912, 14.155326285069169, 48.55107339334609, -28.99593826852914, 24.363818886106746, 11.025499089031658, 6.638425519733499, -25.401847186658713, 8.970468793349365, -16.74269537713174, -3.863064521953256, -2.6650708151219074, 2722.4293859688723, 0.29900128509152785, 0.27595641121031744, 1706.6817668740466, 4687.375992063492, 36.02837736251713, 0.3325374609757602, 187.5, 5272.65283203125]",3,1
"[746.644650211499, 27.002419237330034, -19.917857357306055, 30.247006708159734, -9.587126375745402, -3.132575178882934, -12.052156968303102, -3.7670108016658435, -9.653992826636328, -2.516543917057664, -8.946269978243112, -0.71659842546974, -11.80767039194729, 1676.1858708553782, 0.14344511536253415, 0.10053555927579365, 1512.6625499867937, 3105.716765873016, 28.07315754616583, 0.824450427840877, 81.52173913043478, 3636.0380859375]",8,0
"[648.4996948482935, 1.0482196783399578, -37.48012472937515, 17.700123523538085, -15.81660100407804, -31.646827189836735, -11.737168526786844, 1.0783373810555217, 17.426701886408843, 43.92845935698306, 41.858991774897056, 7.632972153556329, -18.365513095002783, 1449.8144751163086, 0.1129866936003939, 0.09876844618055555, 1131.6420654256026, 2388.6408730158732, 28.90620965764802, 0.7075095552472976, 78.125, 4352.5009765625]",10,0
"[568.2122893530448, 32.556405403663106, 9.719758411085433, -2.286521202065802, -4.9814541216453, -6.710169551734477, -8.204975262434584, -9.122446854508393, -10.769122540563302, -12.00997599487118, -8.49454301429887, 2.3571466806897248, 15.855361222589824, 849.3475406202718, 0.16100164503567593, 0.057299417162698416, 766.6718829411986, 1395.7093253968253, 24.875203064988323, 0.03820600452553905, 0.0, 1765.572265625]",4,0
"[521.5273209411924, 4.04102609280343, 8.406150183264439, -0.3302558440959013, -10.060068003906558, -22.421037077673084, -25.87099083044241, -8.232837443180053, 10.196214153770262, 16.482381123049052, 13.290891742074425, 25.639589418716273, 22.953066873616635, 1234.919688734623, 0.16366756693726822, 0.09190150669642858, 979.6932405033973, 2138.3928571428573, 25.169683391299188, 0.1483102149333781, 0.0, 3316.301025390625]",3,1
"[638.2874248510294, 12.475043789592846, 2.3548177912767394, 22.693673028872947, -0.3162909855275686, 10.465000351535036, 2.253203100748486, 16.78243199149616, 1.155025314951181, -7.648431464796749, -21.57019141453131, -4.111763577436715, -21.84804276711697, 998.5470262717569, 0.11946741678161488, 0.04281761532738095, 1198.268328222356, 2070.064484126984, 35.89716304348532, 0.42746618560179517, 20.161290322580644, 3087.458984375]",5,1
"[562.2721434679625, 31.15586995437498, 2.245741113116108, 3.844817539317361, 0.9726312974935141, -1.031178569233747, 3.777657091121245, 15.8240282897073, 23.25328393093342, 23.058912396352852, 12.085138037729555, -8.326448592623155, -13.11057324785724, 917.6492859800344, 0.11472429166964418, 0.08434089781746032, 822.55803114439, 1553.8814484126983, 26.851134375478377, 0.11040416194980697, 0.0, 1316.436279296875]",4,0
"[734.8531670956861, 80.53699927857001, -37.19130703943089, 25.798309310858286, -14.901745222955517, -9.62597791576543, -1.726678947768502, -12.487114545672151, -11.645970580299904, -13.238301291304655, -15.277453937334379, -18.66712791887983, -12.022694847551117, 809.8640920847693, 0.12742216287705693, 0.033772786458333336, 968.5094972362527, 1634.1145833333333, 27.801939799819724, 0.742866126417031, 104.16666666666667, 6470.4462890625]",8,0
"[559.7327419967086, 30.017083522355684, 21.743905125357244, 12.954426539172962, 6.567355518130194, 3.047407481379943, -0.7528909895754619, -7.171213333280187, -16.348022777296208, -24.80308669381474, -28.904206971702383, -26.38900552413892, -20.28480046479743, 310.8973292651342, 0.11166904846678051, 0.030238560267857144, 362.0930836921757, 327.3809523809524, 20.86263424826189, 0.003692326002848359, 0.0, 2744.09814453125]",4,1
"[610.5377617726487, 83.9250765013821, 76.13722085922618, 64.60085653938415, 51.04160336713829, 37.23826861773789, 24.72207764872976, 14.569349999505901, 7.280101222138245, 2.778899961871446, 0.559791376949967, -0.08402089673500973, 0.1488069038486381, 109.68112184538606, 0.5307437671627533, 0.006417410714285714, 237.96987678315838, 197.296626984127, 22.380367280847906, 0.0064095011009519505, 0.0, 7282.8134765625]",5,0
"[544.7066337792303, 61.08052903086815, 52.124616869852204, 48.943969970515724, 45.18073697721842, 41.93790526251012, 37.95968133320048, 34.727388980423676, 31.178612406456036, 28.172488908936458, 25.00200831846303, 22.212006569062535, 19.118213108788343, 92.54051857499215, 0.46630691985097017, 0.006204272073412698, 253.9539922032291, 131.4484126984127, 20.066192320473725, 0.212018786546335, 117.1875, 6769.89306640625]",3,1
"[702.464870793194, 28.575113403865608, 1.9660560217220673, 67.36059285788377, 11.14461804136675, -16.34116921133468, -1.442159505896316, -8.414151139825695, -5.889934964622483, -4.23753751634657, -20.407798516892708, -2.6386938288038952, -6.448694686459814, 1037.4933058303557, 0.1162242219940552, 0.034350198412698416, 1290.6132763959818, 2366.5674603174602, 29.02234891716581, 0.6698959049267772, 89.28571428571429, 6324.1669921875]",10,0
"[682.0716841570379, 107.72495236559662, 6.233880996538179, 29.830989442094634, 16.633408450348636, 25.872413146731578, 28.429748003060727, 29.167363564726635, -13.044859621476986, -26.153040164490324, 13.822288664482217, 51.51818685476472, 15.10928726721672, 847.1506494073221, 0.12894633455269194, 0.10350787450396826, 1026.4997690973348, 1700.8308531746031, 30.003195091501663, 1.2326261658812951, 117.1875, 3491.512939453125]",6,1
"[493.87496129874, -12.46717314829261, 18.28348845223591, 19.91698556640764, -9.901203215177642, 26.42338438333772, -12.50743216390465, 10.233503490510191, 13.667353729187667, -19.451702128058535, 24.732371981838867, -10.458240787473093, 1.8803946959784446, 3069.6834096637435, 0.08785390781772831, 0.3934423053075397, 799.2528548407597, 3311.6939484126983, 31.477230465778433, 0.06676132565115511, 0.0, 9557.7421875]",0,2
"[648.7230408018604, 36.92466237812079, -51.42366507186448, -19.218362437477953, -5.230739252002054, -9.352943523371646, -12.5726320803679, 3.0808094822497, 23.161493280110076, 31.287661813987246, 3.033749515962636, -16.160813917182242, -27.797477919697016, 1382.9015490124427, 0.11942307992016712, 0.15699017237103174, 1019.744942794118, 1846.1681547619048, 27.482720285310606, 0.7488997878481171, 144.23076923076923, 6060.6337890625]",2,0
"[734.041897667869, 84.68033328029556, -25.740483138485118, 10.546874410713256, -7.256517217321535, -5.556205706402681, -6.697419346553921, 9.96190182496811, 19.463343968944898, 30.60330954410347, 20.000325778966737, 0.533232846941006, -18.60007067213178, 939.9068577103702, 0.09835294022633122, 0.07260664682539683, 867.8011396010834, 1616.7534722222222, 21.532977525746134, 0.864807636780746, 104.16666666666667, 4480.02783203125]",0,2
"[640.4725996731487, 75.66386967183553, -71.51594751016658, 23.477685882342907, 13.386429332906133, 16.774175863580027, -12.488121082611631, -16.689913365071664, 9.66586331175681, -29.86361000034953, -12.415251675686717, 5.622839291702626, 22.874816670526638, 1377.1290517861717, 0.15519850018869488, 0.14850725446428573, 713.4876090178458, 1803.5714285714287, 28.40609944146053, 0.9239253021301762, 72.11538461538461, 3993.74169921875]",6,1
